jobID,Degree,Experience,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8,Skill9,Skill10,Skill11,Skill12,Skill13,Skill14,Skill15,Skill16,Skill17,Skill18,Skill19,Skill20,Skill21,Skill22,Skill23,Skill24,Skill25,Skill26,Skill27,Skill28,Skill29
3949399779,,,python,communication,analytical,encryption,powershell,security,interpersonal skills,,,,,,,,,,,,,,,,,,,,,,
3937938595,,,leadership,collaborative,creative,communication,linux,written communication,,,,,,,,,,,,,,,,,,,,,,,
3949629886,,5.0,communication,testing,written communication,,,,,,,,,,,,,,,,,,,,,,,,,,
3937797300,,,communication,team player,operating systems,,,,,,,,,,,,,,,,,,,,,,,,,,
3946007311,,,leadership,proactive,organized,negotiation,,,,,,,,,,,,,,,,,,,,,,,,,
3944065401,,5.0,python,leadership,analytical,communication,security,azure,dns,powershell,interpersonal skills,,,,,,,,,,,,,,,,,,,,
3905695539,,,proactive,rust,debugging,communication,security,,,,,,,,,,,,,,,,,,,,,,,,
3920760757,undergraduate,3.0,python,networking,java,http,tcp/ip,swift,ruby,dns,,,,,,,,,,,,,,,,,,,,,
3877270584,undergraduate,3.0,python,networking,java,http,tcp/ip,swift,ruby,dns,,,,,,,,,,,,,,,,,,,,,
3940840322,undergraduate,2.0,communication,presentation,problem solving,interpersonal skills,,,,,,,,,,,,,,,,,,,,,,,,,
3941353908,,3.0,security,devops,owasp,threat modeling,application security,,,,,,,,,,,,,,,,,,,,,,,,
3688089762,undergraduate,,self-motivated,linux,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909199247,,,communication,kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841228105,,,kubernetes,cassandra,azure,cloud security,security,dynamodb,aws,,,,,,,,,,,,,,,,,,,,,,
3688086965,undergraduate,,self-motivated,linux,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922284745,,4.0,java,phoenix,rails,network security,kubernetes,aws,chef,ruby,incident response,siem,interpersonal skills,python,ci/cd,communication,elixir,terraform,security,azure,bash,,,,,,,,,,
3688087831,undergraduate,,self-motivated,linux,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909193962,,,communication,kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801581199,,5.0,team player,communication,testing,innovative,problem solving,interpersonal skills,,,,,,,,,,,,,,,,,,,,,,,
3944686737,,5.0,security,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943636556,,,oracle,testing,sql,,,,,,,,,,,,,,,,,,,,,,,,,,
3938167618,,4.0,team player,adaptable,linux,aws,organized,collaborative,operating systems,sql,firewall,networking,interpersonal skills,communication,security,application security,written communication,vmware,azure,powershell,hyper-v,,,,,,,,,,
3918890769,,,leadership,jira,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947605107,undergraduate,1.0,python,sql,communication,power bi,adaptability,analytical,powershell,bash,interpersonal skills,,,,,,,,,,,,,,,,,,,,
3578559242,undergraduate,5.0,written communication,communication,security,problem solving,interpersonal skills,,,,,,,,,,,,,,,,,,,,,,,,
3944139733,,9.0,collaborative,team player,jira,confluence,testing,interpersonal skills,communication,written communication,,,,,,,,,,,,,,,,,,,,,
3908106323,undergraduate,5.0,python,ci/cd,java,foundation,scala,big data,gcp,hadoop,aws,spark,hive,azure,,,,,,,,,,,,,,,,,
3940370734,undergraduate,2.0,teamwork,communication,security,redshift,snowflake,aws,scrum,analytical,sql,,,,,,,,,,,,,,,,,,,,
3946660533,,2.0,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931419982,,,leadership,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946665026,,2.0,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932732272,,,leadership,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811062160,,10.0,gcp,java,unix,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3888466618,,,security,salesforce,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864594648,,,salesforce,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946662304,,2.0,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941083821,,,analytical,java,xml,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3867317229,,,salesforce,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932373994,,,analytical,communication,creative,written communication,,,,,,,,,,,,,,,,,,,,,,,,,
3812958177,,6.0,python,networking,docker,security,kubernetes,aws,azure,powershell,,,,,,,,,,,,,,,,,,,,,
3945523817,,,docker,big data,gcp,kubernetes,sql,python,networking,teamwork,ci/cd,jenkins,communication,terraform,security,ansible,gitlab ci,devops,azure,powershell,bash,,,,,,,,,,
3947281421,,,emotional intelligence,empathy,communication,problem solving,conflict resolution,negotiation,time management,critical thinking,collaboration,presentation,adaptability,,,,,,,,,,,,,,,,,,
3904391504,,3.0,python,azure,analytical,communication,snowflake,written communication,,,,,,,,,,,,,,,,,,,,,,,
3941665767,undergraduate,7.0,communication,salesforce,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910239713,,5.0,javascript,jira,salesforce,mysql,git,communication,,,,,,,,,,,,,,,,,,,,,,,
3945081549,,9.0,problem solving,interpersonal skills,communication,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3840447499,,10.0,python,azure,snowflake,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3888872421,,,analytical,communication,teamwork,kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,
3912587037,,6.0,leadership,python,php,react,angular,big data,,,,,,,,,,,,,,,,,,,,,,,
3941564380,,,salesforce,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945524874,,,python,terraform,big data,azure,bash,gcp,powershell,ansible,,,,,,,,,,,,,,,,,,,,,
3943778786,,,collaborative,collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904726553,,,analytical,databricks,big data,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3941291068,undergraduate,5.0,communication,collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949553053,,,react,collaboration,postgresql,express,mongodb,typescript,next.js,,,,,,,,,,,,,,,,,,,,,,
3945056168,,4.0,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910629194,,,python,networking,scala,security,snowflake,aws,spark,databricks,sql,,,,,,,,,,,,,,,,,,,,
3921184240,,,teamwork,react,asp.net,vue,communication,sql,,,,,,,,,,,,,,,,,,,,,,,
3918710363,,,salesforce,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940001290,,3.0,python,networking,ci/cd,bash,linux,,,,,,,,,,,,,,,,,,,,,,,,
3946973887,undergraduate,7.0,analytical,innovative,communication,hadoop,problem solving,big data,verbal communication,sql,,,,,,,,,,,,,,,,,,,,,
3870768842,,,python,pyspark,pandas,terraform,aws,sql,,,,,,,,,,,,,,,,,,,,,,,
3864008555,undergraduate,2.0,communication,devops,salesforce,,,,,,,,,,,,,,,,,,,,,,,,,,
3764703286,,1.0,python,communication,snowflake,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3764700748,,1.0,python,communication,snowflake,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3941761238,,5.0,teamwork,azure,communication,gcp,aws,,,,,,,,,,,,,,,,,,,,,,,,
3888460988,,,db2,oracle,shell scripting,unix,sql,,,,,,,,,,,,,,,,,,,,,,,,
3745463191,,,organized,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886080313,,,puppet,ansible,aws,,,,,,,,,,,,,,,,,,,,,,,,,,
3891653561,,,networking,ci/cd,devops,security,,,,,,,,,,,,,,,,,,,,,,,,,
3935387272,,,python,postgresql,linux,communication,virtualization,powershell,bash,,,,,,,,,,,,,,,,,,,,,,
3929402676,,8.0,communication,big data,security,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3945543732,,,security,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888465138,,,analytical,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936966079,,,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945410355,undergraduate,15.0,postgresql,communication,mongodb,aws,collaboration,azure,analytical,mysql,sql,,,,,,,,,,,,,,,,,,,,
3847778634,,8.0,python,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938446406,,,ci/cd,azure,version control,oracle,git,terraform,ansible,sql,,,,,,,,,,,,,,,,,,,,,
3945620841,,,data factory,analytical,power bi,communication,security,written communication,azure,presentation,sql,,,,,,,,,,,,,,,,,,,,
3888471019,,,postgresql,oracle,mysql,,,,,,,,,,,,,,,,,,,,,,,,,,
3908187506,,8.0,python,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917083268,,4.0,mariadb,linux,oracle,mysql,unix,sql,,,,,,,,,,,,,,,,,,,,,,,
3816725069,,,scrum,collaboration,sql,,,,,,,,,,,,,,,,,,,,,,,,,,
3937752912,,,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949649933,,5.0,oracle,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928434856,,,encryption,security,sql,,,,,,,,,,,,,,,,,,,,,,,,,,
3939670198,,7.0,oracle,communication,interpersonal skills,security,sql,,,,,,,,,,,,,,,,,,,,,,,,
3820666319,,5.0,python,azure,communication,presentation,snowflake,sql,,,,,,,,,,,,,,,,,,,,,,,
3937842749,undergraduate,3.0,db2,testing,azure,bash,security,linux,sql,,,,,,,,,,,,,,,,,,,,,,
3902848979,,5.0,vmware,hyper-v,sql,,,,,,,,,,,,,,,,,,,,,,,,,,
3856569384,,,aws,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948081988,,,git,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927447259,undergraduate,7.0,analytical,innovative,communication,hadoop,problem solving,big data,verbal communication,sql,,,,,,,,,,,,,,,,,,,,,
3921004641,undergraduate,,azure,communication,written communication,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3946982195,,,data structures,hive,analytical,xml,hadoop,csv,json,sql,,,,,,,,,,,,,,,,,,,,,
3942975544,,,python,team player,sql,,,,,,,,,,,,,,,,,,,,,,,,,,
3944075798,,,data structures,hive,analytical,xml,hadoop,csv,json,sql,,,,,,,,,,,,,,,,,,,,,
3950286906,,,tableau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949256439,undergraduate,2.0,tableau,foundation,analytical,power bi,sql,,,,,,,,,,,,,,,,,,,,,,,,
3932109763,,5.0,python,ci/cd,jira,gcp,aws,spark,hive,azure,confluence,hadoop,,,,,,,,,,,,,,,,,,,
3932199100,,5.0,linux,analytical,communication,initiative,unix,sql,,,,,,,,,,,,,,,,,,,,,,,
3926144663,,,mysql,mongodb,terraform,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3937757386,undergraduate,5.0,python,jira,confluence,analytical,communication,presentation,sql,,,,,,,,,,,,,,,,,,,,,,
3952008056,undergraduate,5.0,python,teamwork,data factory,java,analytical,power bi,scala,big data,communication,aws,hadoop,spark,hive,tableau,azure,databricks,sql,,,,,,,,,,,,
3951422743,,5.0,python,java,typescript,,,,,,,,,,,,,,,,,,,,,,,,,,
3905171251,,,python,java,team player,communication,snowflake,sql,,,,,,,,,,,,,,,,,,,,,,,
3952430991,undergraduate,5.0,python,spark,ci/cd,aws,,,,,,,,,,,,,,,,,,,,,,,,,
3948435636,,,proactive,collaboration,communication,self-motivated,critical thinking,,,,,,,,,,,,,,,,,,,,,,,,
3951053540,,,git,java,sql,,,,,,,,,,,,,,,,,,,,,,,,,,
3951775311,,8.0,python,leadership,communication,security,redshift,aws,snowflake,mentoring,collaborative,collaboration,bigquery,,,,,,,,,,,,,,,,,,
3732384916,,5.0,data structures,aws,snowflake,,,,,,,,,,,,,,,,,,,,,,,,,,
3888461970,undergraduate,,communication,gcp,written communication,,,,,,,,,,,,,,,,,,,,,,,,,,
3800132041,graduate,,python,java,communication,big data,gcp,aws,spark,azure,hadoop,sql,,,,,,,,,,,,,,,,,,,
3934932313,undergraduate,5.0,python,data factory,time management,azure,security,snowflake,sql,,,,,,,,,,,,,,,,,,,,,,
3939296764,,5.0,python,spark,java,scala,sql,,,,,,,,,,,,,,,,,,,,,,,,
3951054571,,5.0,python,communication,git,gcp,machine learning,aws,version control,azure,verbal communication,sql,,,,,,,,,,,,,,,,,,,
3936648300,,3.0,python,java,sql,,,,,,,,,,,,,,,,,,,,,,,,,,
3862179708,,5.0,python,ci/cd,cloudera,communication,power bi,big data,machine learning,innovative,snowflake,scrum,spark,devops,tableau,oracle,presentation,sql,,,,,,,,,,,,,
3910672035,,,python,redshift,aws,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3835722628,undergraduate,3.0,ci/cd,node.js,docker,terraform,kubernetes,aws,,,,,,,,,,,,,,,,,,,,,,,
3667387067,,3.0,python,collaboration,redis,analytical,communication,graphql,docker,sql,,,,,,,,,,,,,,,,,,,,,
3952265155,,,unit tests,jenkins,aws,,,,,,,,,,,,,,,,,,,,,,,,,,
3914076667,,,ci/cd,jira,git,machine learning,snowflake,aws,sisense,spark,tableau,azure,databricks,delta lake,,,,,,,,,,,,,,,,,
3818375572,,,python,spark,pyspark,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3931078335,,5.0,python,postgresql,communication,redshift,aws,snowflake,spark,presto,hive,databricks,sql,,,,,,,,,,,,,,,,,,
3917517374,,,hadoop,spark,big data,,,,,,,,,,,,,,,,,,,,,,,,,,
3934760882,,,python,spark,devops,data factory,azure,databricks,powershell,,,,,,,,,,,,,,,,,,,,,,
3726545814,,,python,golang,networking,ci/cd,java,foundation,rust,unit tests,distributed systems,docker,git,terraform,unix,aws,kubernetes,bash,,,,,,,,,,,,,
3923092272,,4.0,python,spark,rest,version control,git,sql,,,,,,,,,,,,,,,,,,,,,,,
3933318734,,5.0,python,ci/cd,jira,gcp,aws,spark,hive,azure,confluence,hadoop,,,,,,,,,,,,,,,,,,,
3943577627,,,python,spark,big data,docker,bigquery,kubernetes,gcp,sql,,,,,,,,,,,,,,,,,,,,,
3932340650,,,python,redshift,pyspark,aws,,,,,,,,,,,,,,,,,,,,,,,,,
3920704840,,,firewall,networking,written communication,oracle,communication,dns,sql,,,,,,,,,,,,,,,,,,,,,,
3916125524,,,python,java,sql,,,,,,,,,,,,,,,,,,,,,,,,,,
3950372947,,10.0,pyspark,azure,analytical,databricks,db2,sql,,,,,,,,,,,,,,,,,,,,,,,
3934205974,,,azure,snowflake,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828603290,,3.0,python,react,java,scala,big data,spark,debugging,hadoop,sql,,,,,,,,,,,,,,,,,,,,
3945043624,graduate,,networking,postgresql,unit tests,communication,cassandra,mongodb,linux,aws,written communication,hadoop,spark,hive,version control,azure,mysql,bash,,,,,,,,,,,,,
3938819446,,2.0,jira,testing,spring,git,security,testng,soap,communication,written communication,collaboration,confluence,sql,,,,,,,,,,,,,,,,,
3950623586,,3.0,react,javascript,unix,shell scripting,typescript,sql,,,,,,,,,,,,,,,,,,,,,,,
3818806960,,4.0,azure,databricks,python,pyspark,,,,,,,,,,,,,,,,,,,,,,,,,
3925571500,,4.0,python,java,testing,scala,communication,written communication,spark,databricks,sql,,,,,,,,,,,,,,,,,,,,
3815911762,,8.0,data factory,pyspark,communication,azure,databricks,initiative,big data,sql,,,,,,,,,,,,,,,,,,,,,
3877427745,,10.0,python,ci/cd,java,docker,gcp,security,kubernetes,spark,hive,devops,hadoop,bigquery,sql,,,,,,,,,,,,,,,,
3951514243,,,leadership,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950089666,,10.0,python,java,xml,csv,scala,big data,db2,json,unix,linux,mongodb,databricks,,,,,,,,,,,,,,,,,
3888100065,,,python,networking,docker,communication,git,terraform,ansible,linux,kubernetes,javascript,azure,bash,sql,,,,,,,,,,,,,,,,
3944465294,,,python,golang,networking,ci/cd,java,foundation,rust,unit tests,distributed systems,docker,git,terraform,unix,aws,kubernetes,bash,,,,,,,,,,,,,
3809159278,,5.0,big data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891676047,,5.0,python,react,creative,postgresql,css,communication,laravel,security,typescript,php,javascript,ruby,mysql,presentation,html,sql,,,,,,,,,,,,,
3818811628,,,azure,foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831185664,,,java,css,gcp,aws,scrum,collaborative,javascript,azure,html,sql,,,,,,,,,,,,,,,,,,,
3658755439,,,python,tableau,java,django,flask,aws,,,,,,,,,,,,,,,,,,,,,,,
3694431290,undergraduate,7.0,analytical,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937394103,,5.0,python,rest,rust,mysql,linux,sql,,,,,,,,,,,,,,,,,,,,,,,
3951547022,,,react,redux,postgresql,vue,docker,git,aws,graphql,javascript,tailwind css,node.js,debugging,css,sql,python,ci/cd,angular,es6,version control,dynamodb,html,,,,,,,,
3952421948,undergraduate,,python,javascript,java,,,,,,,,,,,,,,,,,,,,,,,,,,
3944067142,,,spring,angular,react,communication,,,,,,,,,,,,,,,,,,,,,,,,,
3872275967,,10.0,python,java,xml,csv,scala,big data,db2,json,snowflake,unix,linux,rest,mongodb,databricks,delta lake,,,,,,,,,,,,,,
3950580918,,5.0,python,tableau,analytical,snowflake,sql,,,,,,,,,,,,,,,,,,,,,,,,
3830202587,,3.0,python,react,java,scala,big data,spark,debugging,hadoop,sql,,,,,,,,,,,,,,,,,,,,
3818815407,,,python,communication,snowflake,aws,written communication,,,,,,,,,,,,,,,,,,,,,,,,
3934993994,,,machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3763023113,,4.0,python,react,java,communication,distributed systems,typescript,javascript,redis,mysql,,,,,,,,,,,,,,,,,,,,
3952097315,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3952092208,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3829434896,,5.0,python,docker,terraform,ansible,aws,kubernetes,puppet,chef,,,,,,,,,,,,,,,,,,,,,
3831185665,,,java,css,gcp,aws,scrum,collaborative,javascript,azure,html,sql,,,,,,,,,,,,,,,,,,,
3918607395,,6.0,python,leadership,java,testing,scala,redshift,mentoring,aws,,,,,,,,,,,,,,,,,,,,,
3952095143,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3944673765,,,git,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928426717,,3.0,python,data structures,algorithms,foundation,communication,interpersonal skills,sql,,,,,,,,,,,,,,,,,,,,,,
3885944003,,10.0,python,golang,java,docker,gcp,linux,kubernetes,aws,rest,debugging,azure,,,,,,,,,,,,,,,,,,
3943577630,,,python,spark,big data,docker,gcp,kubernetes,sql,,,,,,,,,,,,,,,,,,,,,,
3812266612,,2.0,python,communication,machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,
3795120331,,1.0,react,postgresql,shell scripting,typescript,unix,,,,,,,,,,,,,,,,,,,,,,,,
3908238798,,5.0,written communication,communication,analytical,testing,interpersonal skills,sql,,,,,,,,,,,,,,,,,,,,,,,
3945042628,graduate,3.0,networking,version control,unit tests,bash,linux,,,,,,,,,,,,,,,,,,,,,,,,
3943726605,,3.0,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952092605,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3936878508,,7.0,python,kubernetes,oracle,docker,shell scripting,unix,sql,,,,,,,,,,,,,,,,,,,,,,
3925424343,,5.0,python,spark,pyspark,aws,databricks,interpersonal skills,snowflake,sql,,,,,,,,,,,,,,,,,,,,,
3937054608,,,testing,operating systems,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837872234,graduate,2.0,python,testing,version control,azure,databricks,gcp,aws,sql,,,,,,,,,,,,,,,,,,,,,
3927270030,,,python,communication,scala,aws,sql,,,,,,,,,,,,,,,,,,,,,,,,
3925163010,,5.0,python,spark,communication,databricks,snowflake,sql,,,,,,,,,,,,,,,,,,,,,,,
3949497538,,3.0,python,networking,golang,java,docker,distributed systems,gcp,terraform,linux,aws,unix,ansible,ssh,devops,azure,operating systems,sql,,,,,,,,,,,,
3952096310,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3952098022,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3952090926,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3952093206,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3952098012,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3952090690,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3952093534,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3940849759,,,collaborative,innovative,team player,adaptable,,,,,,,,,,,,,,,,,,,,,,,,,
3952091786,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3932579964,,,python,javascript,react,distributed systems,aws,,,,,,,,,,,,,,,,,,,,,,,,
3952092557,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3950775047,,4.0,python,postgresql,xml,jira,csv,power bi,json,redshift,aws,confluence,oracle,sql,,,,,,,,,,,,,,,,,
3952094227,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3952093598,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3944491244,,1.0,communication,gcp,written communication,javascript,jquery,debugging,databricks,html,interpersonal skills,,,,,,,,,,,,,,,,,,,,
3925939790,,5.0,algorithms,networking,communication,written communication,,,,,,,,,,,,,,,,,,,,,,,,,
3907969976,,,devops,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952090676,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3952093572,,7.0,python,proactive,team player,pyspark,databricks,aws,sql,,,,,,,,,,,,,,,,,,,,,,
3841660086,postgraduate,4.0,scrum,python,devops,ci/cd,java,machine learning,sql,,,,,,,,,,,,,,,,,,,,,,
3951144398,undergraduate,3.0,python,javascript,java,devops,power bi,sql,,,,,,,,,,,,,,,,,,,,,,,
3903812892,,,java,css,jira,jenkins,spring,docker,security,ansible,rest,javascript,devops,confluence,html,,,,,,,,,,,,,,,,
3942248448,,3.0,react,java,jenkins,spring,git,security,soap,application security,rest,devops,azure,sql,,,,,,,,,,,,,,,,,
3951423210,,7.0,python,mysql,react,java,redux,typescript,oop,rest,node.js,mongodb,,,,,,,,,,,,,,,,,,,
3942359721,,5.0,react,javascript,security,,,,,,,,,,,,,,,,,,,,,,,,,,
3946546452,,,python,react,java,javascript,html,,,,,,,,,,,,,,,,,,,,,,,,
3905335536,,,devops,java,css,angular,spring,html,,,,,,,,,,,,,,,,,,,,,,,
3952427296,,,data structures,java,foundation,xml,testing,problem solving,scala,json,time management,algorithms,rest,collaboration,analytical,,,,,,,,,,,,,,,,
3931514350,,,unit tests,testing,problem solving,,,,,,,,,,,,,,,,,,,,,,,,,,
3318540517,,,creative,communication,organized,verbal communication,interpersonal skills,,,,,,,,,,,,,,,,,,,,,,,,
3898769407,,,testing,java,oracle,spring,,,,,,,,,,,,,,,,,,,,,,,,,
3951095193,,,ruby,react,security,rails,,,,,,,,,,,,,,,,,,,,,,,,,
3859045511,undergraduate,5.0,python,linux,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941231789,,5.0,python,notion,https,react,terraform,typescript,php,django,sql,,,,,,,,,,,,,,,,,,,,
3941807034,,3.0,devops,react,vue,angular,mentoring,aws,,,,,,,,,,,,,,,,,,,,,,,
3944448315,,4.0,azure,collaborative,aws,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3951501950,,,terraform,aws,,,,,,,,,,,,,,,,,,,,,,,,,,,
3916914997,,,data structures,javascript,react,communication,angular,html,,,,,,,,,,,,,,,,,,,,,,,
3945772841,,,leadership,react,java,team player,vue,angular,git,testing,selenium,analytical,mysql,cypress,sql,,,,,,,,,,,,,,,,
3871732188,,2.0,leadership,react,testing,angular,communication,mentoring,graphql,rest,selenium,cypress,presentation,,,,,,,,,,,,,,,,,,
3934904681,undergraduate,,debugging,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938026263,,5.0,scrum,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799098559,,,python,leadership,analytical,java,team player,git,big data,spark,hadoop,mysql,kotlin,sql,,,,,,,,,,,,,,,,,
3940169576,,,collaboration,time management,,,,,,,,,,,,,,,,,,,,,,,,,,,
3939796118,,3.0,tableau,sql,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933993258,undergraduate,,python,power bi,communication,written communication,tableau,oracle,analytical,interpersonal skills,alteryx,sql,,,,,,,,,,,,,,,,,,,
3944346225,,1.0,critical thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952277020,,,python,analytical,communication,ms excel,power bi,organized,alteryx,,,,,,,,,,,,,,,,,,,,,,
3941385912,,,proactive,analytical,communication,presentation,initiative,time management,,,,,,,,,,,,,,,,,,,,,,,
3942364935,,3.0,analytical,tableau,collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,
3931993401,undergraduate,4.0,devops,data factory,azure,testing,databricks,,,,,,,,,,,,,,,,,,,,,,,,
3904420278,,10.0,python,pyspark,analytical,communication,sql,,,,,,,,,,,,,,,,,,,,,,,,
3922887036,undergraduate,5.0,innovative,creative,critical thinking,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3942523859,,,analytical,tableau,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941959059,,2.0,pandas,docker,git,big data,kubernetes,aws,hadoop,analytical,scikit-learn,numpy,databricks,pytorch,sql,python,ci/cd,tensorflow,jenkins,communication,machine learning,spark,version control,travis ci,azure,,,,,,
3939396691,,10.0,python,spark,testing,sql,,,,,,,,,,,,,,,,,,,,,,,,,
3951196696,,4.0,python,proactive,collaboration,analytical,communication,time management,,,,,,,,,,,,,,,,,,,,,,,
3914167323,undergraduate,3.0,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931802577,,6.0,node.js,scrum,rest,react,ci/cd,debugging,aws,,,,,,,,,,,,,,,,,,,,,,
3939755297,,3.0,react,express,vue,angular,typescript,next.js,javascript,node.js,sql,,,,,,,,,,,,,,,,,,,,
3891661778,,5.0,react,debugging,css,vue,angular,communication,javascript,collaboration,node.js,mongodb,html,sql,,,,,,,,,,,,,,,,,
3946451689,,3.0,php,asp.net,analytical,communication,presentation,verbal communication,sql,,,,,,,,,,,,,,,,,,,,,,
3947196345,,5.0,javascript,css,html,,,,,,,,,,,,,,,,,,,,,,,,,,
3943097617,undergraduate,5.0,angular,javascript,,,,,,,,,,,,,,,,,,,,,,,,,,,
3939807897,undergraduate,5.0,ci/cd,angular,typescript,rest,javascript,devops,azure,css,sql,,,,,,,,,,,,,,,,,,,,
3944488953,,3.0,react,typescript,figma,,,,,,,,,,,,,,,,,,,,,,,,,,
3941730340,,4.0,distributed systems,collaborative,testing,mentoring,,,,,,,,,,,,,,,,,,,,,,,,,
3947288967,,,python,oracle cloud,leadership,react,ci/cd,gcp,typescript,next.js,aws,mentoring,kubernetes,owasp,oracle,websockets,,,,,,,,,,,,,,,
3952882576,,,rest,react,mysql,typescript,graphql,,,,,,,,,,,,,,,,,,,,,,,,
3907850051,undergraduate,5.0,react,vue,angular,testing,selenium,javascript,mocha,node.js,mongodb,influxdb,,,,,,,,,,,,,,,,,,,
